name	officename	pincode	district
Tamilnadu 	Kalingiam 	638453	ERODE
Tamilnadu 	Arasur 	638454	ERODE
Tamilnadu 	Ayyampalayam 	638455	ERODE
Tamilnadu 	Talguni 	638456	ERODE
Tamilnadu 	Kavuthampalayam 	638103	TIRUPPUR
Tamilnadu 	Vallipuram 	638103	TIRUPPUR
Tamilnadu 	Elathur Chettipalayam 	638458	ERODE
Tamilnadu 	Arakkankottai 	638506	ERODE
Tamilnadu 	Pullappanaickenpalayam 	638506	ERODE
Tamilnadu 	Kuthambi 	638055	ERODE
Tamilnadu 	Pappampalayam 	638055	ERODE
Tamilnadu 	AnjanurVemandampalayam 	638462	ERODE
Tamilnadu 	Irugalur 	638462	ERODE
Tamilnadu 	Madepalli 	635104	KRISHNAGIRI
Tamilnadu 	Oppadavadi 	635104	KRISHNAGIRI
Tamilnadu 	Nandimangalam 	635105	KRISHNAGIRI
Tamilnadu 	Errasigalahalli 	635106	DHARMAPURI
Tamilnadu 	Panakamutulu 	635106	KRISHNAGIRI
Tamilnadu 	Bikkanapalli 	635107	KRISHNAGIRI
Tamilnadu 	Devarulimangalam 	635107	KRISHNAGIRI
Tamilnadu 	Kundukottai 	635107	KRISHNAGIRI
Tamilnadu 	Balanayanapalli 	635108	KRISHNAGIRI
Tamilnadu 	Anandur 	635304	KRISHNAGIRI
Tamilnadu 	Sulakarai 	635304	KRISHNAGIRI
Tamilnadu 	Devarmukkulam 	635111	DHARMAPURI
Tamilnadu 	Kadhiripuram 	635112	KRISHNAGIRI
Tamilnadu 	Malaiyandahalli 	635112	KRISHNAGIRI
Tamilnadu 	Mottur 	635112	KRISHNAGIRI
Tamilnadu 	Nedungal 	635112	KRISHNAGIRI
Tamilnadu 	Bairamangalam 	635113	KRISHNAGIRI
Tamilnadu 	Jakkeri 	635113	KRISHNAGIRI
Tamilnadu 	Karupalli 	635113	KRISHNAGIRI
Tamilnadu 	Pothinayanapalli 	635002	KRISHNAGIRI
Tamilnadu 	Kalvehalli 	635101	KRISHNAGIRI
Tamilnadu 	Sundekuppam 	635101	KRISHNAGIRI
Tamilnadu 	Aikondamkothapalli 	635203	KRISHNAGIRI
Tamilnadu 	Nakkalpatti 	635203	KRISHNAGIRI
Tamilnadu 	Sivampatti 	635203	KRISHNAGIRI
Tamilnadu 	Avathavadi 	635204	KRISHNAGIRI
Tamilnadu 	Marichettihalli 	635204	KRISHNAGIRI
Tamilnadu 	Thatrahalli 	635123	KRISHNAGIRI
Tamilnadu 	Vadamangalam 	635123	KRISHNAGIRI
Tamilnadu 	Puliampatti 	635206	KRISHNAGIRI
Tamilnadu 	Beerpalli 	635115	KRISHNAGIRI
Tamilnadu 	Billanakuppam 	635115	KRISHNAGIRI
Tamilnadu 	Bimandapalli 	635115	KRISHNAGIRI
Tamilnadu 	Baliganur 	635116	KRISHNAGIRI
Tamilnadu 	Andiyur 	635307	KRISHNAGIRI
Tamilnadu 	Maganurpatti 	635307	KRISHNAGIRI
Tamilnadu 	Mittapalli 	635307	KRISHNAGIRI
Tamilnadu 	Nadupatti 	635307	KRISHNAGIRI
Tamilnadu 	Binnamangalam 	635118	KRISHNAGIRI
Tamilnadu 	Senamavu 	635119	KRISHNAGIRI
Tamilnadu 	Thuppuganapalli 	635119	KRISHNAGIRI
Tamilnadu 	Mannadapatti 	635207	KRISHNAGIRI
Tamilnadu 	Kammampalli 	635120	KRISHNAGIRI
Tamilnadu 	Maharajakadai 	635120	KRISHNAGIRI
Tamilnadu 	Kottur 	635121	KRISHNAGIRI
Tamilnadu 	Neralagiri 	635121	KRISHNAGIRI
Tamilnadu 	Sanyasikaradu 	637002	NAMAKKAL
Tamilnadu 	Reddipudur 	637014	NAMAKKAL
Tamilnadu 	Ariyur 	637015	NAMAKKAL
Tamilnadu 	Oruvandur 	637015	NAMAKKAL
Tamilnadu 	Vallipuram 	637003	NAMAKKAL
Tamilnadu 	Dhathathiripuram 	637018	NAMAKKAL
Tamilnadu 	Navanipallipatti 	637018	NAMAKKAL
Tamilnadu 	Veppampattiypudur 	637018	NAMAKKAL
Tamilnadu 	Kolathupalayam 	637019	NAMAKKAL
Tamilnadu 	Minnampalli 	637019	NAMAKKAL
Tamilnadu 	S.Uduppam 	637019	NAMAKKAL
Tamilnadu 	Bailnadu 	637411	NAMAKKAL
Tamilnadu 	Devanurnadu 	637411	NAMAKKAL
Tamilnadu 	Melkalingampatti 	637411	NAMAKKAL
Tamilnadu 	Navakkadu 	637411	NAMAKKAL
Tamilnadu 	Perakkarainadu 	637411	NAMAKKAL
Tamilnadu 	Periyakovilur 	637411	NAMAKKAL
Tamilnadu 	Thuvarapallam 	637411	NAMAKKAL
Tamilnadu 	Veeraganurpatti 	637411	NAMAKKAL
Tamilnadu 	Gandhipuram 	637409	NAMAKKAL
Tamilnadu 	Ramanadapuram 	637409	NAMAKKAL
Tamilnadu 	Pavithirampudur 	637021	NAMAKKAL
Tamilnadu 	mmanpatti 	637212	NAMAKKAL
Tamilnadu 	Karichchipalayam 	637201	NAMAKKAL
Tamilnadu 	Molippalli 	637201	NAMAKKAL
Tamilnadu 	Koothampoondi 	637202	NAMAKKAL
Tamilnadu 	Ramapuram 	637202	NAMAKKAL
Tamilnadu 	Alachampalayam 	637101	SALEM
Tamilnadu 	Chittoor 	637101	SALEM
Tamilnadu 	Kurumbalamahadevi 	637213	NAMAKKAL
Tamilnadu 	Kallankattuvalasu 	638183	NAMAKKAL
Tamilnadu 	Erumaipatti 	637102	SALEM
Tamilnadu 	K.Vadugapatti 	637102	SALEM
Tamilnadu 	Animoor 	637214	NAMAKKAL
Tamilnadu 	Kuppandapalayam 	637205	NAMAKKAL
Tamilnadu 	Unjanai 	637205	NAMAKKAL
Tamilnadu 	Vattur 	637205	NAMAKKAL
Tamilnadu 	Irugalur 	637103	SALEM
Tamilnadu 	Karumanur 	637503	NAMAKKAL
Tamilnadu 	N.Seerapalli 	637206	NAMAKKAL
Tamilnadu 	Alampalayam 	638008	NAMAKKAL
Tamilnadu 	Elandakuttai 	638008	NAMAKKAL
Tamilnadu 	SamayaSangiliAgragaram 	638008	NAMAKKAL
Tamilnadu 	M.Rasampalayam 	637207	NAMAKKAL
Tamilnadu 	Thindamangalam 	637207	NAMAKKAL
Tamilnadu 	Vengarai 	637208	NAMAKKAL
Tamilnadu 	Thirumangalam 	637302	NAMAKKAL
Tamilnadu 	Kuppanur 	637301	SALEM
Tamilnadu 	Mavelipalayam 	637301	SALEM
Tamilnadu 	Chinnathambipalayam 	637209	NAMAKKAL
Tamilnadu 	Devanankurichi 	637209	NAMAKKAL
Tamilnadu 	Sirumolasi 	637209	NAMAKKAL
Tamilnadu 	Goundampalayam 	637210	NAMAKKAL
Tamilnadu 	Karuveppampatti 	637304	NAMAKKAL
Tamilnadu 	Modamangalam 	637304	NAMAKKAL
Tamilnadu 	Vengipalayam 	637304	SALEM
Tamilnadu 	Kaveripatti 	637104	SALEM
Tamilnadu 	Mettangadu 	637104	SALEM
Tamilnadu 	Pullagoundampatti 	637104	SALEM
Tamilnadu 	Vembaneri 	637105	SALEM
Tamilnadu 	Nanjai Edaiyar 	638182	NAMAKKAL
Tamilnadu 	Hulical 	643102	THE NILGIRIS
Tamilnadu 	Karumbalam 	643102	THE NILGIRIS
Tamilnadu 	Vannarpet 	643102	THE NILGIRIS
Tamilnadu 	T.Manihatti 	643214	THE NILGIRIS
Tamilnadu 	Kadinamalai 	643216	THE NILGIRIS
Tamilnadu 	Gundada 	643217	THE NILGIRIS
Tamilnadu 	Nedugula 	643217	THE NILGIRIS
Tamilnadu 	Kinnakorai 	643219	THE NILGIRIS
Tamilnadu 	Manjoor 	643219	THE NILGIRIS
Tamilnadu 	Araihatty 	643221	THE NILGIRIS
Tamilnadu 	Pilloormattam 	643238	THE NILGIRIS
Tamilnadu 	Bickatti 	643209	THE NILGIRIS
Tamilnadu 	Mulligoor 	643209	THE NILGIRIS
Tamilnadu 	Kuruthukuli 	643004	THE NILGIRIS
Tamilnadu 	Sree Madurai 	643212	THE NILGIRIS
Tamilnadu 	Cherumulli 	643211	THE NILGIRIS
Tamilnadu 	Nadugani 	643211	THE NILGIRIS
Tamilnadu 	Kalhatti 	643005	THE NILGIRIS
Tamilnadu 	T R Bazaar 	643224	THE NILGIRIS
Tamilnadu 	Pykaradam 	643237	THE NILGIRIS
Tamilnadu 	Iduhatti 	643002	THE NILGIRIS
Tamilnadu 	Thummanatti 	643002	THE NILGIRIS
Tamilnadu 	Kadamparai Power House 	642101	COIMBATORE
Tamilnadu 	Minparai 	642101	COIMBATORE
Tamilnadu 	Periya Kallar 	642106	COIMBATORE
Tamilnadu 	Dasanaicken Palayam 	642202	COIMBATORE
Tamilnadu 	Vagatholuvu 	642202	TIRUPPUR
Tamilnadu 	Vellamalai 	642130	COIMBATORE
Tamilnadu 	Arasampalayam 	642109	COIMBATORE
Tamilnadu 	Kothavadi 	642109	COIMBATORE
Tamilnadu 	Sulakkal 	642110	COIMBATORE
Tamilnadu 	Achipatti 	642002	COIMBATORE
Tamilnadu 	R.Ponnapuram 	642002	COIMBATORE
Tamilnadu 	Nallamudi 	642117	COIMBATORE
Tamilnadu 	Vadugapalayam 	642001	COIMBATORE
Tamilnadu 	Chinna Negamam 	642120	COIMBATORE
Tamilnadu 	Kondegoundenpalayam 	642120	COIMBATORE
Tamilnadu 	Ramachandrapuram 	642120	TIRUPPUR
Tamilnadu 	Zamin Kottampatti 	642123	COIMBATORE
Tamilnadu 	Pethanaickanur 	642134	COIMBATORE
Tamilnadu 	Akkamalai 	642127	COIMBATORE
Tamilnadu 	Korangumudi 	642127	COIMBATORE
Tamilnadu 	Pannimade 	642127	COIMBATORE
Tamilnadu 	Sirukundra 	642127	COIMBATORE
Tamilnadu 	Mount Stuart 	642105	COIMBATORE
Tamilnadu 	Devambadi 	642005	COIMBATORE
Tamilnadu 	Nalluthukuli 	642005	COIMBATORE
Tamilnadu 	Thimmanguthu 	642005	COIMBATORE
Tamilnadu 	Reddiarur 	642007	COIMBATORE
Tamilnadu 	Andigoundanur 	642154	TIRUPPUR
Tamilnadu 	dipatti 	642154	TIRUPPUR
Tamilnadu 	Elayamuthur 	642154	TIRUPPUR
Tamilnadu 	Lakshmapuram 	642107	COIMBATORE
Tamilnadu 	Thippampatti 	642107	COIMBATORE
Tamilnadu 	Kondampatti 	642201	TIRUPPUR
Tamilnadu 	Kottamangalam 	642201	TIRUPPUR
Tamilnadu 	Kadathur 	642203	TIRUPPUR
Tamilnadu 	Jallipatti 	642112	TIRUPPUR
Tamilnadu 	Ammapatti 	642205	TIRUPPUR
Tamilnadu 	Doddampatti 	642205	TIRUPPUR
Tamilnadu 	Devanurpudur 	642207	TIRUPPUR
Tamilnadu 	Vallakondapuram 	642207	TIRUPPUR
Tamilnadu 	Puliyankurichi 	636101	SALEM
Tamilnadu 	Sitheri 	636101	SALEM
Tamilnadu 	Aladipatti 	636104	SALEM
Tamilnadu 	Aranoothumalai 	636104	SALEM
Tamilnadu 	Konanchettiyur 	636104	SALEM
Tamilnadu 	Edappadi 	636105	SALEM
Tamilnadu 	Mayambadi 	636105	SALEM
Tamilnadu 	Naduvalur 	636105	SALEM
Tamilnadu 	Naripadi 	636105	SALEM
Tamilnadu 	Kalarampatti 	636107	SALEM
Tamilnadu 	Unanthangal 	636142	NAMAKKAL
Tamilnadu 	Palaniyapuri 	636108	SALEM
Tamilnadu 	Ramanaickenpalayam 	636108	SALEM
Tamilnadu 	Thandavarayapuram 	636108	SALEM
Tamilnadu 	Ammampalayam 	636141	SALEM
Tamilnadu 	Veeragoundanur 	636119	SALEM
Tamilnadu 	Varagur 	636112	SALEM
Tamilnadu 	Pappanaickenpatti 	636114	SALEM
Tamilnadu 	Vellalapatti 	636114	SALEM
Tamilnadu 	Manivilundan 	636121	SALEM
Tamilnadu 	Sathapadi 	636121	SALEM
Tamilnadu 	Thukkiampalayam 	636115	SALEM
Tamilnadu 	Navalur 	636116	SALEM
Tamilnadu 	Punavasal 	636116	SALEM
Tamilnadu 	Kalleripatti 	636117	SALEM
Tamilnadu 	Thandanur 	636117	SALEM
Tamilnadu 	Papparapatti 	637501	SALEM
Tamilnadu 	Shenbagamadevi 	637501	NAMAKKAL
Tamilnadu 	Nalikalpatti 	636201	SALEM
Tamilnadu 	Maniyaragundam 	636138	SALEM
Tamilnadu 	Pagadupattu 	636138	SALEM
Tamilnadu 	Erumapalayam 	636015	SALEM
Tamilnadu 	Sanniyasigundu 	636015	SALEM
Tamilnadu 	Maniyanur 	636010	SALEM
Tamilnadu 	Nattamangalam 	636010	SALEM
Tamilnadu 	Sandaipettai 	636010	SALEM
Tamilnadu 	Thammanaickenpatti 	636010	SALEM
Tamilnadu 	Anuppur 	636139	SALEM
Tamilnadu 	Ervadi pethampatti 	636203	SALEM
Tamilnadu 	Asambur 	636602	SALEM
Tamilnadu 	Cauvery Peak 	636602	SALEM
Tamilnadu 	Karungalpatti 	636006	SALEM
Tamilnadu 	M. Perumapalayam 	636111	SALEM
Tamilnadu 	Vellalagundam 	636111	SALEM
Tamilnadu 	Pallipatti 	636122	SALEM
Tamilnadu 	Bairoji Agraharam 	636308	SALEM
Tamilnadu 	Kombuthooki 	636601	SALEM
Tamilnadu 	Maramangalam 	636601	SALEM
Tamilnadu 	Puthur 	636601	SALEM
Tamilnadu 	Thalaisolai 	636601	SALEM
Tamilnadu 	Velur 	636601	SALEM
Tamilnadu 	Koonavelampatti 	637401	NAMAKKAL
Tamilnadu 	Kurukkapuram 	637401	NAMAKKAL
Tamilnadu 	Erakondampatti 	636451	SALEM
Tamilnadu 	Vellar 	636451	SALEM
Tamilnadu 	Kanavaipudur 	636354	SALEM
Tamilnadu 	Kosavapatti 	637502	SALEM
Tamilnadu 	Andikarai 	636404	SALEM
Tamilnadu 	Saminaickenpatti 	636011	SALEM
Tamilnadu 	Melkallupalayam 	637403	NAMAKKAL
Tamilnadu 	Pillanallur 	637403	NAMAKKAL
Tamilnadu 	Mamangam 	636302	SALEM
Tamilnadu 	Kuppampatti 	636501	SALEM
Tamilnadu 	mmiyampatti 	636351	SALEM
Tamilnadu 	Konreddiyur 	636351	SALEM
Tamilnadu 	V.Kongarapatti 	636351	SALEM
Tamilnadu 	Dharapuram 	636309	SALEM
Tamilnadu 	Vattakadu 	636012	SALEM
Tamilnadu 	Palamalai Hills 	636303	SALEM
Tamilnadu 	Settiyur 	636303	SALEM
Tamilnadu 	Tharkadusundarapuram 	636303	SALEM
Tamilnadu 	Swaminathapuram 	636009	SALEM
Tamilnadu 	Masilapalayam 	636452	SALEM
Tamilnadu 	Koonandiyur 	636458	SALEM
Tamilnadu 	Mathuruttu 	636202	NAMAKKAL
Tamilnadu 	Thimmanaickenpatti 	636202	NAMAKKAL
Tamilnadu 	Veppilaipatti 	636202	NAMAKKAL
Tamilnadu 	M.Kalipatti 	636453	SALEM
Tamilnadu 	Attukaranur 	636304	SALEM
Tamilnadu 	Pagalpatti 	636304	SALEM
Tamilnadu 	Pachudayampalayam 	637406	NAMAKKAL
Tamilnadu 	Mattukaranpudur 	636305	SALEM
Tamilnadu 	Puduppalaiyam 	636306	SALEM
Tamilnadu 	Kandampatti 	636307	SALEM
Tamilnadu 	Chinnasoragai 	636502	SALEM
Tamilnadu 	Thennambattu 	635802	Tirupathur
Tamilnadu 	Kallapadi 	632601	VELLORE
Tamilnadu 	Kilalathur 	635803	VELLORE
Tamilnadu 	Karungali 	635804	VELLORE
Tamilnadu 	Thollapalli 	635804	VELLORE
Tamilnadu 	Vadakkathipatti 	635804	VELLORE
Tamilnadu 	Kottur 	635808	VELLORE
Tamilnadu 	Kandaneri 	635809	VELLORE
Tamilnadu 	Tippasamudram 	635809	VELLORE
Tamilnadu 	Aravatla 	635810	VELLORE
Tamilnadu 	Kamalapuram 	635810	VELLORE
Tamilnadu 	Masigam 	635810	VELLORE
Tamilnadu 	Kanguppam 	632209	VELLORE
Tamilnadu 	Machanur 	632209	VELLORE
Tamilnadu 	Alankuppam 	635814	Tirupathur
Tamilnadu 	Kadhavalam 	635811	Tirupathur
Tamilnadu 	Kilmurungai 	635812	Tirupathur
Tamilnadu 	Ulli 	635813	VELLORE
Tamilnadu 	Narasingapuram 	635701	Tirupathur
Tamilnadu 	Thimmampet 	635801	Tirupathur
Tamilnadu 	Kurusilapattu 	635702	Tirupathur
Tamilnadu 	Ilayanagaram 	635754	Tirupathur
Tamilnadu 	Kovilur 	635703	TIRUVANNAMALAI
Tamilnadu 	Kuttathur 	635703	TIRUVANNAMALAI
Tamilnadu 	Mandalavadi 	635851	Tirupathur
Tamilnadu 	Tiriyalam 	635851	Tirupathur
Tamilnadu 	Nariyaneri 	635901	Tirupathur
Tamilnadu 	Thokkiyam 	635901	Tirupathur
Tamilnadu 	Vinnamangalam 	635807	Tirupathur
Tamilnadu 	Marimanikuppam 	635710	Tirupathur
Tamilnadu 	Vettapattu 	635852	Tirupathur
Tamilnadu 	Kothakottai 	635752	Tirupathur
Tamilnadu 	Velakalnatham 	635854	Tirupathur
Tamilnadu 	Parandapalli 	635651	Tirupathur
Tamilnadu 	Kilur 	635655	Tirupathur
Tamilnadu 	Malaiyandipatti 	635655	Tirupathur
Tamilnadu 	Puliyur Tpt 	635655	Tirupathur
Tamilnadu 	Karuppanur 	635602	Tirupathur
Tamilnadu 	Girisamudram 	635751	Tirupathur
Tamilnadu 	Selandampalli 	635653	Tirupathur
Tamilnadu 	Perambattu 	635652	Tirupathur
Tamilnadu 	Pudur Nadu 	635655	Tirupathur
Tamilnadu 	Ponnapuram 	638657	TIRUPPUR
Tamilnadu 	Aratholuvu 	638701	TIRUPPUR
Tamilnadu 	Avanashipalayampudur 	638701	TIRUPPUR
Tamilnadu 	Kadayur 	638701	TIRUPPUR
Tamilnadu 	Olapalayam 	638701	TIRUPPUR
Tamilnadu 	Sivamalai 	638701	TIRUPPUR
Tamilnadu 	Kalipalayam 	638661	TIRUPPUR
Tamilnadu 	Peramium 	638661	TIRUPPUR
Tamilnadu 	Rattalavalasu 	638661	TIRUPPUR
Tamilnadu 	mmanallur 	638673	TIRUPPUR
Tamilnadu 	Ponnivadi 	638673	TIRUPPUR
Tamilnadu 	Veerajimangalam 	638673	TIRUPPUR
Tamilnadu 	Rudravathi 	638702	TIRUPPUR
Tamilnadu 	Surianallur 	638702	TIRUPPUR
Tamilnadu 	Kottaimulanur 	638106	TIRUPPUR
Tamilnadu 	Orathupalayam 	638106	TIRUPPUR
Tamilnadu 	Pichakkalpatti 	638106	TIRUPPUR
Tamilnadu 	Sammangarai 	638106	TIRUPPUR
Tamilnadu 	Thurambadi 	638106	TIRUPPUR
Tamilnadu 	Mullipuram 	638108	TIRUPPUR
Tamilnadu 	Peruntholuvu 	641665	TIRUPPUR
Tamilnadu 	Nagamanaickenpatti 	638111	TIRUPPUR
Tamilnadu 	Puduppai 	638111	TIRUPPUR
Tamilnadu 	Uppupalayam 	638111	TIRUPPUR
Tamilnadu 	Velappanaickenvalasu 	638111	TIRUPPUR
Tamilnadu 	Komarapalayam 	641653	COIMBATORE
Tamilnadu 	Odderpalayam 	641653	COIMBATORE
Tamilnadu 	Kariampalayam 	641653	COIMBATORE
Tamilnadu 	Chinthamanipudur 	641103	COIMBATORE
Tamilnadu 	Odderpalayam 	641103	COIMBATORE
Tamilnadu 	Chikkarampalayam 	641104	COIMBATORE
Tamilnadu 	Marudur 	641104	COIMBATORE
Tamilnadu 	Chennappachettipudur 	641659	COIMBATORE
Tamilnadu 	Vaharayampalayam 	641659	COIMBATORE
Tamilnadu 	Palapatti 	641305	COIMBATORE
Tamilnadu 	Nochikuttai 	638459	ERODE
Tamilnadu 	Chikkarasampalayam 	638401	ERODE
Tamilnadu 	Dhimbam 	638401	ERODE
Tamilnadu 	Puduvadavalli 	638401	ERODE
Tamilnadu 	Alathucombai 	638401	ERODE
Tamilnadu 	Pulipar 	638460	TIRUPPUR
Tamilnadu 	Vivekanandapuram 	641113	COIMBATORE
Tamilnadu 	Bellaipalayam 	641302	COIMBATORE
Tamilnadu 	Subbarayanpudur 	641668	COIMBATORE
Tamilnadu 	Aralavadi 	638461	ERODE
Tamilnadu 	Erahanahalli 	638461	ERODE
Tamilnadu 	Karukkampalayam 	641654	TIRUPPUR
Tamilnadu 	Karukkankattupudur 	641654	TIRUPPUR
Tamilnadu 	Vadugapalayam 	641654	TIRUPPUR
Tamilnadu 	Pappankulam 	641655	TIRUPPUR
Tamilnadu 	Aingalipalayam 	641603	TIRUPPUR
Tamilnadu 	Pichampalayampudur 	641603	TIRUPPUR
Tamilnadu 	Iduvoi 	641687	TIRUPPUR
Tamilnadu 	Kamanaickenpalayam 	641658	TIRUPPUR
Tamilnadu 	Lakshminaickenpalayam 	641658	COIMBATORE
Tamilnadu 	JKrishnapuram 	641671	COIMBATORE
Tamilnadu 	Kammalapatti 	641671	COIMBATORE
Tamilnadu 	Mandiripalayam 	641671	TIRUPPUR
Tamilnadu 	SAyyampalayam 	641671	COIMBATORE
Tamilnadu 	KAyyampalayam 	641662	TIRUPPUR
